Threads,Schedule,ChunkSize,Time (s),TotalTime
16,guided,2048,0.713426,24.828084
16,guided,2048,0.754243,24.848175
16,guided,2048,0.722973,24.580599
16,guided,4096,0.758470,24.517365
16,guided,4096,0.722842,24.714596
16,guided,4096,0.704996,35.997586
16,guided,4096,0.728566,29.748736
16,guided,4096,0.727532,34.387103
16,dynamic,16,2.438621,34.320485
16,dynamic,16,2.441531,29.729071
16,dynamic,16,2.442543,29.622361
16,dynamic,16,2.443445,29.610801
16,dynamic,16,2.443930,29.631954
16,dynamic,32,1.835026,28.013353
16,dynamic,32,1.828225,28.125693
16,dynamic,32,1.818270,27.987382
16,dynamic,32,1.832483,27.933479
16,dynamic,32,1.838106,27.950637
16,dynamic,64,1.385976,26.728814
16,dynamic,64,1.388249,26.700775
16,dynamic,64,1.392509,26.827311
16,dynamic,64,1.377119,26.935937
16,dynamic,64,1.415276,27.095602
16,dynamic,128,1.171552,26.345182
16,dynamic,128,1.166040,26.166368
16,dynamic,128,1.160381,26.222450
16,dynamic,128,1.165988,26.486039
16,dynamic,128,1.151917,38.630161
16,dynamic,256,1.104484,32.743644
16,dynamic,256,1.111830,26.305088
16,dynamic,256,1.110001,26.133058
16,dynamic,256,1.104766,25.997890
16,dynamic,256,1.110081,26.141873
16,dynamic,512,1.086493,26.308180
16,dynamic,512,1.068414,26.137900
16,dynamic,512,1.067910,25.951760
16,dynamic,512,1.073463,26.116305
16,dynamic,512,1.076403,26.006723
16,dynamic,1024,1.052949,25.910785
16,dynamic,1024,1.057858,25.865755
16,dynamic,1024,1.060598,26.096144
16,dynamic,1024,1.065551,26.044419
16,dynamic,1024,1.049720,25.970202
16,dynamic,2048,1.054251,25.836144
16,dynamic,2048,1.053389,26.142925
16,dynamic,2048,1.042915,26.017933
16,dynamic,2048,1.044153,25.915498
16,dynamic,2048,1.038175,25.925363
16,dynamic,4096,1.059515,26.120582
16,dynamic,4096,1.030418,25.924694
16,dynamic,4096,1.047636,25.980011
16,dynamic,4096,1.051323,26.053570
16,dynamic,4096,1.041986,26.014374
